geometry,code,name,population,rate,celkem,m_do_3,z_do_3,x_do_3,m_do_6,z_do_6,x_do_6,m_do_15,z_do_15,x_do_15,m_do_18,z_do_18,x_do_18,m_do_65,z_do_65,x_do_65,m_sen,z_sen,x_sen,do_3,do_6,do_15,do_18,do_65,sen,date
"{""type"":""Polygon"",""coordinates"":[[[14.302404,50.129969],[14.302404,50.130002],[14.305713,50.130218],[14.310058,50.128099],[14.315954,50.128695],[14.315771,50.123024],[14.317739,50.118853],[14.320682,50.11532],[14.327718,50.11683],[14.339445,50.116976],[14.360858,50.116096],[14.361318,50.117975],[14.355716,50.12473],[14.360117,50.129598],[14.357518,50.129725],[14.35623,50.136712],[14.354199,50.137603],[14.357506,50.139365],[14.356121,50.140706],[14.362202,50.146683],[14.36578,50.148109],[14.371657,50.14805],[14.378515,50.146569],[14.38499,50.146983],[14.39119,50.144037],[14.393755,50.141326],[14.398166,50.143524],[14.399223,50.143451],[14.400049,50.147982],[14.407196,50.147053],[14.412647,50.148305],[14.41706,50.148556],[14.422527,50.14991],[14.420767,50.150409],[14.420089,50.15304],[14.427752,50.153222],[14.429257,50.154081],[14.428214,50.157743],[14.436081,50.159166],[14.436791,50.157591],[14.451941,50.157906],[14.452221,50.158442],[14.460513,50.159068],[14.464199,50.159997],[14.46392,50.164953],[14.466845,50.165501],[14.466989,50.169618],[14.480226,50.169952],[14.479599,50.172368],[14.492264,50.172424],[14.506981,50.171509],[14.509148,50.174234],[14.518999,50.174833],[14.526666,50.176589],[14.526985,50.177467],[14.532561,50.177256],[14.531551,50.171002],[14.532693,50.167546],[14.530769,50.166661],[14.534312,50.161638],[14.538915,50.163417],[14.540342,50.165007],[14.542423,50.16292],[14.550616,50.166194],[14.553151,50.163792],[14.5607,50.16208],[14.562823,50.156099],[14.560559,50.155437],[14.563306,50.150242],[14.566232,50.151721],[14.568861,50.15011],[14.573673,50.150007],[14.581914,50.151498],[14.584427,50.153715],[14.589399,50.154365],[14.59806,50.154217],[14.593096,50.149556],[14.592314,50.147421],[14.588506,50.147226],[14.587804,50.145315],[14.591346,50.142952],[14.589809,50.139743],[14.592049,50.139099],[14.595288,50.133993],[14.601379,50.129215],[14.608708,50.127186],[14.620614,50.129506],[14.621845,50.1279],[14.632326,50.129961],[14.635515,50.126215],[14.635275,50.123989],[14.645456,50.12348],[14.647593,50.124253],[14.659189,50.122674],[14.659656,50.120732],[14.656832,50.10996],[14.657508,50.106571],[14.660694,50.106604],[14.665956,50.102722],[14.668667,50.104042],[14.676875,50.101715],[14.690054,50.100752],[14.688765,50.09637],[14.692763,50.09553],[14.703989,50.091812],[14.706858,50.087088],[14.702662,50.076619],[14.700062,50.072198],[14.690931,50.072088],[14.682152,50.069206],[14.679977,50.069167],[14.673093,50.066988],[14.667206,50.063855],[14.657867,50.062192],[14.657944,50.061347],[14.651521,50.062024],[14.652205,50.059608],[14.644907,50.060127],[14.645897,50.058806],[14.640262,50.056965],[14.641352,50.05319],[14.640289,50.048484],[14.643754,50.044238],[14.644108,50.042254],[14.648193,50.043874],[14.653937,50.049325],[14.660216,50.045028],[14.663799,50.040925],[14.66692,50.038598],[14.657026,50.037888],[14.656196,50.031026],[14.668102,50.019019],[14.669605,50.018911],[14.668616,50.013505],[14.66326,50.013659],[14.661686,50.009371],[14.662683,50.008473],[14.657852,50.00442],[14.649872,50.008864],[14.645563,50.004805],[14.643881,50.00661],[14.639722,50.006428],[14.639285,50.005365],[14.643273,50.001353],[14.646989,49.998825],[14.640218,49.994512],[14.633668,49.996174],[14.629227,49.995609],[14.622414,49.998687],[14.619261,49.997596],[14.613922,49.999928],[14.610896,49.998564],[14.608657,50.000178],[14.607897,50.003009],[14.603968,50.001998],[14.602331,50.009503],[14.595039,50.007215],[14.594476,50.010123],[14.58923,50.008729],[14.587154,50.011525],[14.581781,50.011023],[14.582461,50.016436],[14.576347,50.01367],[14.571715,50.009041],[14.568538,50.007578],[14.567594,50.009562],[14.564666,50.009704],[14.56282,50.011659],[14.55439,50.012164],[14.553858,50.009987],[14.55092,50.00806],[14.542172,50.008854],[14.541,50.009965],[14.535552,50.011824],[14.52754,50.010912],[14.521062,50.007795],[14.530087,50.000789],[14.524389,49.997508],[14.519201,49.997174],[14.517583,49.995235],[14.513488,49.994608],[14.513813,49.992657],[14.508252,49.992213],[14.509423,49.993928],[14.507321,49.997551],[14.484,49.992494],[14.48465,49.98749],[14.487104,49.987659],[14.487052,49.985761],[14.480821,49.985265],[14.473904,49.98347],[14.474059,49.980478],[14.469517,49.979954],[14.46637,49.981111],[14.464174,49.972766],[14.462306,49.970846],[14.458053,49.971897],[14.453703,49.971934],[14.449982,49.973501],[14.44466,49.973938],[14.44133,49.969413],[14.4303,49.966915],[14.427809,49.964576],[14.41905,49.96366],[14.41165,49.96587],[14.408989,49.96772],[14.400424,49.970404],[14.399191,49.967893],[14.397797,49.961973],[14.395017,49.956708],[14.394427,49.953075],[14.395127,49.948883],[14.396841,49.944937],[14.395626,49.941977],[14.389114,49.945251],[14.388035,49.949861],[14.379886,49.949272],[14.377093,49.946743],[14.373272,49.9472],[14.372087,49.95004],[14.367156,49.951374],[14.366156,49.949609],[14.360457,49.947532],[14.358801,49.948761],[14.353733,49.947861],[14.346657,49.948324],[14.342942,49.947662],[14.337699,49.948462],[14.335034,49.952645],[14.33089,49.955178],[14.326833,49.956251],[14.325154,49.958865],[14.328186,49.964282],[14.334764,49.967608],[14.341552,49.965807],[14.344981,49.967706],[14.346245,49.974789],[14.340685,49.974692],[14.335235,49.972987],[14.332364,49.971108],[14.32753,49.970811],[14.327924,49.97328],[14.33,49.975495],[14.332673,49.97596],[14.332407,49.977384],[14.339656,49.98083],[14.337651,49.982469],[14.339252,49.983813],[14.338756,49.985782],[14.334724,49.987014],[14.335859,49.98894],[14.342789,49.990724],[14.338658,49.991631],[14.335048,49.993927],[14.326538,49.991696],[14.318167,49.988971],[14.314028,49.994862],[14.31017,49.993917],[14.307294,49.995547],[14.306468,49.997535],[14.301103,49.997868],[14.301905,50.000027],[14.297517,50.000701],[14.295184,50.00232],[14.300598,50.004459],[14.300251,50.009115],[14.300861,50.011893],[14.303007,50.011295],[14.305464,50.008746],[14.311525,50.007057],[14.311791,50.009289],[14.314638,50.014052],[14.316605,50.019992],[14.31562,50.023747],[14.297662,50.024665],[14.289403,50.027047],[14.282134,50.031972],[14.274211,50.035798],[14.27193,50.037668],[14.269231,50.042915],[14.271148,50.046836],[14.270017,50.048516],[14.272706,50.050691],[14.271703,50.054398],[14.264377,50.052412],[14.262375,50.05561],[14.257301,50.054503],[14.255667,50.057167],[14.250918,50.05685],[14.248156,50.058389],[14.24763,50.062304],[14.253379,50.062646],[14.258786,50.064504],[14.258124,50.071597],[14.266826,50.072708],[14.275372,50.073167],[14.278621,50.070997],[14.277334,50.073065],[14.284555,50.073668],[14.290264,50.073257],[14.289446,50.077216],[14.285082,50.07834],[14.285406,50.081289],[14.281712,50.081698],[14.275326,50.081151],[14.27455,50.085861],[14.27342,50.087699],[14.268344,50.085826],[14.264959,50.087339],[14.261167,50.087175],[14.261073,50.09637],[14.255585,50.096781],[14.254396,50.098508],[14.258418,50.099464],[14.249912,50.103549],[14.239053,50.102128],[14.236115,50.101237],[14.232834,50.102316],[14.226743,50.100495],[14.224553,50.102917],[14.225539,50.104083],[14.230575,50.10517],[14.236397,50.107423],[14.239481,50.107467],[14.237129,50.11059],[14.23888,50.11188],[14.244837,50.110149],[14.251054,50.111067],[14.25615,50.112619],[14.257235,50.114644],[14.260119,50.113523],[14.278913,50.11916],[14.284737,50.115549],[14.287954,50.116148],[14.296825,50.120336],[14.295199,50.124732],[14.29969,50.12637],[14.302404,50.129969]]]}",3100,Hlavní město Praha,1324277,6.31,83545,1864.0,1767.0,0.0,2282.0,2241.0,1.0,7650.0,8020.0,2.0,2811.0,2675.0,1.0,13681.0,37357.0,2.0,780.0,2411.0,0.0,3631.0,4524.0,15672.0,5487.0,51040.0,3191.0,31. 5. 2022
"{""type"":""Polygon"",""coordinates"":[[[14.541577,49.884064],[14.542896,49.881824],[14.546351,49.880041],[14.55916,49.879488],[14.560096,49.882071],[14.566436,49.882283],[14.571067,49.883597],[14.577135,49.882088],[14.580657,49.882646],[14.583572,49.881022],[14.582675,49.888153],[14.585435,49.888305],[14.587323,49.8856],[14.588878,49.886562],[14.593755,49.885609],[14.596648,49.886328],[14.596331,49.88302],[14.599639,49.882728],[14.6051,49.884214],[14.604115,49.886179],[14.611099,49.885948],[14.611487,49.884513],[14.608149,49.88346],[14.610353,49.881688],[14.609412,49.879956],[14.614635,49.878304],[14.616963,49.879103],[14.614097,49.882973],[14.61474,49.884515],[14.61773,49.882696],[14.62304,49.882171],[14.622918,49.88504],[14.624197,49.887643],[14.623505,49.889531],[14.627765,49.891014],[14.632142,49.88834],[14.634351,49.887958],[14.633525,49.884726],[14.636762,49.882279],[14.638565,49.884844],[14.641207,49.885573],[14.646353,49.882685],[14.650887,49.876868],[14.654039,49.879399],[14.656738,49.878928],[14.658668,49.880606],[14.657027,49.882787],[14.662105,49.886996],[14.668338,49.888971],[14.665642,49.89018],[14.66937,49.890369],[14.670971,49.892948],[14.670584,49.89544],[14.664235,49.900284],[14.664893,49.903483],[14.660128,49.90871],[14.657218,49.909955],[14.659862,49.91257],[14.662955,49.910933],[14.66634,49.911327],[14.66997,49.910575],[14.677006,49.911336],[14.676843,49.909082],[14.680915,49.911648],[14.682345,49.909643],[14.683872,49.910617],[14.688854,49.909869],[14.6923,49.907391],[14.689921,49.90565],[14.693688,49.903235],[14.702147,49.901838],[14.701713,49.897561],[14.698206,49.898128],[14.691051,49.895503],[14.696417,49.892213],[14.694594,49.888129],[14.691258,49.887894],[14.68989,49.885078],[14.691618,49.88404],[14.691049,49.880962],[14.69936,49.876148],[14.70682,49.876094],[14.711986,49.876699],[14.714463,49.879658],[14.716002,49.877323],[14.719494,49.878641],[14.718939,49.880865],[14.722554,49.882063],[14.72567,49.885132],[14.730079,49.885859],[14.729173,49.881551],[14.732412,49.883071],[14.741195,49.884558],[14.746026,49.884209],[14.750451,49.877861],[14.754715,49.873989],[14.759815,49.872787],[14.763981,49.872565],[14.770374,49.873718],[14.779549,49.873995],[14.78135,49.877244],[14.780722,49.87868],[14.783144,49.881288],[14.78282,49.884919],[14.78578,49.885455],[14.786724,49.882754],[14.794835,49.886354],[14.79633,49.884965],[14.798417,49.886123],[14.797029,49.890115],[14.802433,49.889433],[14.810139,49.89176],[14.813456,49.89003],[14.817554,49.886458],[14.823128,49.886875],[14.825128,49.884605],[14.826338,49.885619],[14.833089,49.887377],[14.838637,49.887068],[14.848016,49.885714],[14.852378,49.88689],[14.856896,49.886143],[14.857952,49.88497],[14.858381,49.878093],[14.865546,49.874695],[14.875752,49.879901],[14.874747,49.88092],[14.881239,49.88309],[14.888685,49.88363],[14.893549,49.886344],[14.893644,49.892756],[14.899436,49.894382],[14.904339,49.892798],[14.911094,49.88934],[14.917471,49.887927],[14.914376,49.886146],[14.916974,49.886259],[14.916876,49.882101],[14.91426,49.883913],[14.911625,49.88296],[14.910432,49.881071],[14.919448,49.879414],[14.920862,49.87869],[14.921236,49.875676],[14.917048,49.872965],[14.909228,49.870386],[14.908085,49.869134],[14.911671,49.866972],[14.918511,49.867415],[14.923029,49.866553],[14.922693,49.864755],[14.918566,49.862396],[14.918213,49.854123],[14.919046,49.85066],[14.91827,49.848645],[14.913998,49.847718],[14.910708,49.845416],[14.914765,49.84305],[14.921615,49.841895],[14.925912,49.842663],[14.929138,49.841792],[14.935018,49.841876],[14.937632,49.840494],[14.933979,49.837505],[14.936997,49.830595],[14.927424,49.824774],[14.927265,49.823076],[14.93005,49.822003],[14.938378,49.820889],[14.941588,49.819902],[14.943373,49.81754],[14.947846,49.81676],[14.951905,49.817856],[14.953603,49.817129],[14.949488,49.814414],[14.951073,49.81354],[14.949886,49.811383],[14.948103,49.812168],[14.944025,49.810986],[14.941402,49.812088],[14.939028,49.810335],[14.949453,49.805903],[14.947411,49.804199],[14.948515,49.803075],[14.948117,49.798962],[14.945587,49.797261],[14.946832,49.795438],[14.952665,49.792383],[14.954882,49.790033],[14.955249,49.787727],[14.957536,49.78667],[14.961252,49.78706],[14.969168,49.789668],[14.97758,49.794382],[14.98088,49.793451],[14.982449,49.78958],[14.985125,49.788897],[14.993098,49.792111],[15.001875,49.79062],[15.003456,49.789043],[14.999644,49.786527],[14.998847,49.784229],[15.002773,49.784292],[15.00349,49.782268],[15.000947,49.778826],[14.997147,49.776918],[14.994056,49.773063],[14.999992,49.774611],[15.005155,49.774627],[15.005866,49.76984],[15.009103,49.768931],[15.014068,49.7662],[15.017407,49.766734],[15.018621,49.765633],[15.015227,49.760362],[15.015739,49.758485],[15.028637,49.761065],[15.032546,49.761171],[15.036766,49.759965],[15.033234,49.75543],[15.028579,49.754682],[15.027554,49.751778],[15.036781,49.753777],[15.041052,49.753605],[15.044824,49.750438],[15.041875,49.747241],[15.040717,49.744122],[15.046516,49.743513],[15.052985,49.743531],[15.057515,49.741043],[15.06337,49.741576],[15.068579,49.73715],[15.074663,49.738563],[15.071623,49.735622],[15.069945,49.735482],[15.069426,49.732065],[15.066522,49.732874],[15.070514,49.729305],[15.076419,49.72669],[15.087962,49.724643],[15.090967,49.723167],[15.089212,49.72181],[15.093219,49.720384],[15.101804,49.720775],[15.093995,49.719727],[15.09183,49.718796],[15.092282,49.715631],[15.102594,49.715375],[15.107655,49.712834],[15.10925,49.711183],[15.11513,49.70985],[15.12407,49.710571],[15.125577,49.708627],[15.124035,49.70754],[15.127544,49.7064],[15.135344,49.705809],[15.140381,49.706585],[15.148746,49.706062],[15.159256,49.706972],[15.153657,49.706078],[15.153181,49.700962],[15.157174,49.699931],[15.160103,49.697488],[15.166596,49.697535],[15.166695,49.69541],[15.174464,49.695667],[15.175045,49.697174],[15.177646,49.69648],[15.179663,49.692277],[15.178158,49.689058],[15.180572,49.685192],[15.179263,49.682795],[15.182614,49.680687],[15.179847,49.676436],[15.183116,49.67359],[15.181529,49.673201],[15.182592,49.670336],[15.185224,49.667494],[15.191829,49.66793],[15.195097,49.672663],[15.196351,49.672942],[15.20485,49.664534],[15.208849,49.662707],[15.216685,49.665606],[15.219695,49.665789],[15.22405,49.66464],[15.234981,49.664804],[15.232869,49.662428],[15.235759,49.658894],[15.236813,49.65384],[15.242965,49.650332],[15.249398,49.643936],[15.25042,49.640897],[15.247682,49.63939],[15.244055,49.635951],[15.249615,49.632309],[15.249893,49.630177],[15.245461,49.627419],[15.244798,49.624056],[15.241129,49.625581],[15.242671,49.62351],[15.241307,49.622372],[15.23735,49.623431],[15.237096,49.621193],[15.234124,49.621716],[15.234168,49.620376],[15.229835,49.619475],[15.230615,49.615257],[15.227119,49.613721],[15.224404,49.614215],[15.221972,49.612448],[15.216931,49.614081],[15.210771,49.611917],[15.206258,49.614124],[15.20564,49.612374],[15.20139,49.611279],[15.199756,49.613175],[15.19389,49.617324],[15.194215,49.618039],[15.188848,49.620257],[15.182613,49.618141],[15.182145,49.615519],[15.177939,49.613509],[15.181384,49.610417],[15.178207,49.609434],[15.176086,49.610219],[15.174787,49.612628],[15.171202,49.614188],[15.169733,49.610457],[15.172843,49.609237],[15.170862,49.607259],[15.172291,49.60623],[15.171987,49.603463],[15.167536,49.602435],[15.1676,49.599882],[15.165732,49.599909],[15.165135,49.596806],[15.16333,49.596598],[15.164519,49.593814],[15.167054,49.593843],[15.16495,49.589028],[15.153156,49.591582],[15.153691,49.596063],[15.148765,49.598268],[15.146679,49.602208],[15.142192,49.601935],[15.14042,49.603378],[15.139088,49.601561],[15.135896,49.603152],[15.136854,49.600365],[15.129153,49.601139],[15.126976,49.599739],[15.119071,49.604759],[15.114812,49.605458],[15.112069,49.604602],[15.112751,49.608796],[15.116614,49.608062],[15.117548,49.610423],[15.111514,49.60977],[15.109702,49.607225],[15.108019,49.608141],[15.102096,49.607407],[15.10276,49.602437],[15.098891,49.603345],[15.098298,49.605019],[15.093898,49.602743],[15.090509,49.602454],[15.087642,49.599965],[15.082944,49.60067],[15.083852,49.597523],[15.080886,49.597112],[15.075334,49.599639],[15.074166,49.597671],[15.069168,49.595976],[15.067416,49.597095],[15.062478,49.596867],[15.055922,49.594134],[15.050584,49.595425],[15.051263,49.596666],[15.046205,49.599169],[15.04014,49.601147],[15.037866,49.599464],[15.036216,49.601567],[15.028128,49.59927],[15.026831,49.597316],[15.024555,49.598161],[15.021343,49.596867],[15.015964,49.600688],[15.012875,49.599932],[15.008856,49.601483],[15.005736,49.601475],[15.007733,49.603707],[15.002251,49.605558],[15.003155,49.607916],[14.997488,49.608046],[14.991294,49.60708],[14.984028,49.604954],[14.981864,49.606018],[14.974301,49.603235],[14.974047,49.601372],[14.970701,49.599496],[14.969011,49.595835],[14.971476,49.595661],[14.972507,49.593895],[14.975667,49.592518],[14.982084,49.591734],[14.985213,49.587784],[14.985123,49.586209],[14.990776,49.58518],[14.993008,49.581921],[14.987836,49.580698],[14.983152,49.580473],[14.979032,49.578859],[14.966098,49.578461],[14.959781,49.57971],[14.956933,49.576257],[14.950239,49.577659],[14.947516,49.57973],[14.939636,49.579901],[14.940407,49.576418],[14.942044,49.575344],[14.940411,49.573336],[14.93961,49.569376],[14.936595,49.56902],[14.936866,49.566375],[14.941075,49.565738],[14.94239,49.561782],[14.945122,49.559918],[14.946479,49.556802],[14.94165,49.558212],[14.936529,49.558366],[14.93281,49.557572],[14.930947,49.554251],[14.932397,49.552411],[14.932047,49.549445],[14.926381,49.550487],[14.923255,49.549003],[14.925399,49.545711],[14.921598,49.543785],[14.91529,49.545781],[14.91265,49.545851],[14.90992,49.543125],[14.902393,49.5445],[14.901633,49.548364],[14.899336,49.548892],[14.895196,49.55312],[14.89146,49.553217],[14.89564,49.556208],[14.891606,49.559035],[14.888122,49.5604],[14.883868,49.566877],[14.882803,49.571864],[14.883125,49.575645],[14.879401,49.574295],[14.876346,49.571989],[14.875501,49.57266],[14.878341,49.575088],[14.875675,49.577369],[14.872896,49.578258],[14.876036,49.579382],[14.873839,49.581447],[14.874985,49.583636],[14.870958,49.585153],[14.876281,49.584224],[14.877701,49.586961],[14.875427,49.587868],[14.868002,49.58817],[14.868859,49.591612],[14.865533,49.591024],[14.865445,49.58702],[14.862313,49.586228],[14.858631,49.588133],[14.855061,49.58777],[14.851111,49.584062],[14.848473,49.580318],[14.848597,49.57851],[14.851831,49.577749],[14.850789,49.57515],[14.845188,49.576194],[14.842622,49.580353],[14.839489,49.583537],[14.827348,49.586997],[14.823498,49.590548],[14.82065,49.591732],[14.820409,49.594792],[14.814805,49.599953],[14.813821,49.60235],[14.80871,49.602615],[14.803852,49.601297],[14.794331,49.604024],[14.791188,49.603271],[14.787019,49.605312],[14.782735,49.605659],[14.779558,49.604758],[14.778187,49.608467],[14.768137,49.615723],[14.766387,49.621183],[14.764312,49.618659],[14.765128,49.617822],[14.762121,49.612881],[14.763199,49.609917],[14.758517,49.610631],[14.756224,49.609313],[14.752183,49.610365],[14.752076,49.608072],[14.754083,49.607661],[14.747349,49.6068],[14.747087,49.604834],[14.74307,49.60568],[14.741408,49.6036],[14.742205,49.600947],[14.744889,49.600774],[14.743546,49.598764],[14.746506,49.596295],[14.745538,49.595216],[14.741131,49.595005],[14.739815,49.596104],[14.733937,49.595204],[14.729747,49.597555],[14.728474,49.59694],[14.730443,49.593646],[14.726042,49.591463],[14.729413,49.59196],[14.728041,49.588863],[14.73405,49.586889],[14.730433,49.58373],[14.732731,49.581227],[14.730856,49.580201],[14.728506,49.581389],[14.728112,49.579328],[14.72283,49.580091],[14.722346,49.572819],[14.720471,49.572539],[14.722413,49.566723],[14.72333,49.567651],[14.727955,49.567716],[14.72943,49.566608],[14.729138,49.563939],[14.724513,49.561029],[14.728563,49.5578],[14.73128,49.559184],[14.732631,49.557957],[14.729296,49.556891],[14.733932,49.555654],[14.737717,49.552392],[14.737444,49.550587],[14.732355,49.551142],[14.732217,49.549797],[14.735816,49.54927],[14.731873,49.547234],[14.724588,49.547885],[14.721728,49.546656],[14.721917,49.544875],[14.717307,49.543038],[14.712554,49.542575],[14.70986,49.540848],[14.706451,49.542156],[14.706333,49.543818],[14.700801,49.543346],[14.693889,49.544365],[14.691563,49.541868],[14.693456,49.539577],[14.692563,49.538571],[14.68498,49.538563],[14.683157,49.535902],[14.684162,49.534166],[14.676139,49.531656],[14.674768,49.529073],[14.67228,49.527837],[14.670633,49.529196],[14.665515,49.528561],[14.664169,49.525415],[14.658569,49.524838],[14.656131,49.519652],[14.651916,49.519989],[14.6499,49.517876],[14.656474,49.514164],[14.652827,49.511248],[14.654175,49.508145],[14.65284,49.506164],[14.648065,49.503197],[14.64269,49.504792],[14.640488,49.503548],[14.639035,49.505543],[14.639201,49.510773],[14.638173,49.514799],[14.634425,49.518651],[14.631694,49.519353],[14.627636,49.518722],[14.625639,49.519899],[14.622015,49.519424],[14.609779,49.522833],[14.60266,49.521971],[14.596209,49.519029],[14.582673,49.518259],[14.579049,49.522315],[14.573558,49.521683],[14.575637,49.523544],[14.574874,49.525013],[14.57838,49.527051],[14.583009,49.52675],[14.584936,49.529178],[14.58379,49.531978],[14.589156,49.532732],[14.590587,49.533987],[14.591487,49.537608],[14.591016,49.541347],[14.589345,49.544277],[14.58919,49.546372],[14.591227,49.545175],[14.5945,49.548922],[14.596959,49.546457],[14.599602,49.545437],[14.599573,49.548417],[14.596985,49.548133],[14.595879,49.551115],[14.596985,49.552967],[14.596473,49.555648],[14.589304,49.555374],[14.588305,49.559956],[14.591066,49.558606],[14.591826,49.556453],[14.594332,49.557987],[14.596785,49.556828],[14.594898,49.560248],[14.593702,49.558275],[14.590221,49.559839],[14.592904,49.560323],[14.58967,49.561258],[14.592677,49.56369],[14.58989,49.568768],[14.583086,49.568769],[14.581539,49.573569],[14.582195,49.578196],[14.581041,49.579978],[14.577095,49.578824],[14.575901,49.584493],[14.573584,49.588177],[14.57577,49.588753],[14.577468,49.592734],[14.574895,49.592101],[14.575591,49.594589],[14.571525,49.594224],[14.570966,49.597326],[14.567746,49.596037],[14.569773,49.599814],[14.568197,49.60131],[14.568669,49.604062],[14.566429,49.604018],[14.560064,49.606673],[14.554829,49.606258],[14.554825,49.61284],[14.550996,49.612981],[14.549243,49.614776],[14.541316,49.615895],[14.537179,49.615571],[14.529972,49.61613],[14.528154,49.613315],[14.520319,49.613156],[14.520108,49.614136],[14.523428,49.617477],[14.520806,49.617777],[14.517673,49.616678],[14.515409,49.618155],[14.51654,49.620303],[14.516297,49.625481],[14.521219,49.624257],[14.526885,49.624821],[14.530206,49.626823],[14.529099,49.630347],[14.523128,49.630124],[14.523224,49.631429],[14.519585,49.631906],[14.518526,49.633185],[14.513989,49.63348],[14.516028,49.63437],[14.516177,49.637055],[14.520374,49.640241],[14.516502,49.640552],[14.515643,49.643431],[14.512402,49.644097],[14.507304,49.647492],[14.504368,49.646595],[14.506133,49.648964],[14.504247,49.651213],[14.501144,49.651702],[14.500058,49.654685],[14.502299,49.655374],[14.502585,49.657716],[14.504792,49.65769],[14.508,49.660007],[14.511416,49.660963],[14.516588,49.660398],[14.518885,49.662087],[14.520723,49.66109],[14.524292,49.662439],[14.524029,49.663859],[14.526709,49.664226],[14.526624,49.666839],[14.522749,49.667838],[14.521075,49.672426],[14.519292,49.674679],[14.526498,49.675302],[14.531292,49.674655],[14.528127,49.676984],[14.531343,49.679179],[14.530003,49.680649],[14.532674,49.683542],[14.53057,49.682935],[14.52606,49.679222],[14.524311,49.681125],[14.527004,49.683019],[14.525631,49.684657],[14.527438,49.686181],[14.523014,49.687173],[14.515859,49.69511],[14.512602,49.697112],[14.515672,49.699419],[14.513202,49.700632],[14.514683,49.701561],[14.511674,49.702943],[14.511487,49.704723],[14.508229,49.706181],[14.506128,49.71003],[14.508591,49.712321],[14.506854,49.715919],[14.500931,49.714488],[14.501712,49.71252],[14.495861,49.710426],[14.490495,49.71114],[14.48661,49.709596],[14.483968,49.712945],[14.478903,49.711435],[14.479315,49.706393],[14.478469,49.703914],[14.479499,49.700653],[14.473579,49.700461],[14.465872,49.700854],[14.463944,49.702487],[14.465479,49.70855],[14.467369,49.709109],[14.46641,49.712236],[14.463807,49.712032],[14.463742,49.715139],[14.46028,49.718558],[14.457383,49.716694],[14.454857,49.718287],[14.451316,49.716981],[14.443672,49.717996],[14.440054,49.721574],[14.44132,49.722898],[14.438771,49.724094],[14.436019,49.722413],[14.43439,49.723769],[14.435557,49.726019],[14.436516,49.731125],[14.436003,49.734021],[14.430957,49.73513],[14.429151,49.733059],[14.430178,49.731072],[14.426157,49.728729],[14.424988,49.732056],[14.421335,49.731436],[14.408709,49.734812],[14.408447,49.735815],[14.411714,49.740393],[14.409228,49.740989],[14.407982,49.743947],[14.412785,49.748083],[14.411488,49.748554],[14.406707,49.747004],[14.403689,49.748769],[14.403586,49.751289],[14.405754,49.753614],[14.409984,49.755748],[14.414179,49.756486],[14.419995,49.755454],[14.428137,49.756523],[14.428532,49.759115],[14.425862,49.762034],[14.42032,49.764705],[14.410391,49.767011],[14.408786,49.770891],[14.412495,49.7751],[14.41351,49.777919],[14.412241,49.785711],[14.411174,49.790681],[14.411851,49.793538],[14.415344,49.795678],[14.419058,49.795894],[14.426726,49.793324],[14.431727,49.794234],[14.433918,49.797504],[14.431134,49.801951],[14.426559,49.804639],[14.423131,49.80757],[14.421739,49.811265],[14.425517,49.815711],[14.426698,49.821782],[14.428917,49.824109],[14.435026,49.82358],[14.441613,49.821179],[14.446678,49.822276],[14.44778,49.824483],[14.447056,49.826464],[14.442398,49.830081],[14.444042,49.832353],[14.447696,49.833193],[14.45077,49.832227],[14.453588,49.832673],[14.4529,49.834911],[14.447134,49.838003],[14.445958,49.841217],[14.45097,49.843739],[14.452254,49.846709],[14.449378,49.847815],[14.450591,49.849954],[14.447242,49.852356],[14.443137,49.851496],[14.439847,49.853891],[14.440837,49.85701],[14.438192,49.857117],[14.432507,49.854394],[14.42683,49.852517],[14.425219,49.855848],[14.429415,49.856132],[14.430429,49.860493],[14.436286,49.862457],[14.442909,49.862726],[14.448606,49.861211],[14.451887,49.862783],[14.454536,49.861262],[14.464207,49.859011],[14.469668,49.863466],[14.475258,49.866356],[14.477882,49.864228],[14.477279,49.86031],[14.4798,49.857756],[14.47792,49.856318],[14.478473,49.854153],[14.484218,49.852796],[14.486481,49.854143],[14.491512,49.853532],[14.491385,49.851673],[14.496085,49.851648],[14.502642,49.853443],[14.503322,49.852555],[14.505519,49.856525],[14.508628,49.858653],[14.51109,49.856255],[14.514453,49.855788],[14.51902,49.856462],[14.523784,49.856282],[14.530744,49.858377],[14.528513,49.860624],[14.528595,49.863088],[14.53083,49.863517],[14.525262,49.865435],[14.527118,49.870407],[14.52362,49.872992],[14.529072,49.879107],[14.528443,49.881199],[14.534004,49.881181],[14.541577,49.884064]]]}",3201,Benešov,99414,3.07,3056,79.0,65.0,0.0,77.0,107.0,0.0,317.0,329.0,0.0,113.0,103.0,1.0,518.0,1231.0,0.0,29.0,87.0,0.0,144.0,184.0,646.0,217.0,1749.0,116.0,31. 5. 2022
